order_purchase_date,warehouse_id,warehouse_name,carrier_id,carrier_name,sla_tier,shipment_count,sla_breach_count,on_time_count,sla_attainment_pct,avg_delay_days,real_late_delivery_count
2018-04-04,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bulky,15,6,9,60.0,0.93,2
2018-04-04,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,fast,17,17,0,0.0,0.35,1
2018-04-04,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,standard,24,19,5,20.83,0.21,1
2018-04-04,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,bulky,6,4,2,33.33,0.0,0
2018-04-04,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,fast,21,18,3,14.29,0.0,0
2018-04-04,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,standard,16,10,6,37.5,0.0,0
2018-04-04,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,bulky,10,5,5,50.0,2.3,1
2018-04-04,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,fast,18,17,1,5.56,0.0,0
2018-04-04,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,standard,11,6,5,45.45,0.27,1
2018-04-05,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,fast,1,1,0,0.0,0.0,0
2018-04-05,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,bulky,2,2,0,0.0,0.0,0
2018-04-05,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,fast,1,1,0,0.0,0.0,0
2018-04-05,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,standard,2,2,0,0.0,1.0,1
2018-04-05,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,fast,3,3,0,0.0,0.0,0
2018-04-05,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,standard,1,1,0,0.0,0.0,0
2018-04-05,WH_NORTH,North FC,CAR_B,Carrier B,fast,1,1,0,0.0,32.0,1
2018-04-05,WH_NORTH,North FC,CAR_C,Carrier C,fast,1,1,0,0.0,0.0,0
2018-04-05,WH_NORTH,North FC,CAR_C,Carrier C,standard,1,1,0,0.0,0.0,0
2018-04-05,WH_NORTH,North FC,CAR_D,Carrier D,bulky,1,1,0,0.0,0.0,0
2018-04-05,WH_SOUTH,South FC,CAR_A,Carrier A,bulky,4,3,1,25.0,0.0,0
2018-04-05,WH_SOUTH,South FC,CAR_A,Carrier A,fast,4,4,0,0.0,0.0,0
2018-04-05,WH_SOUTH,South FC,CAR_A,Carrier A,standard,6,6,0,0.0,0.0,0
2018-04-05,WH_SOUTH,South FC,CAR_B,Carrier B,bulky,2,2,0,0.0,0.0,0
2018-04-05,WH_SOUTH,South FC,CAR_B,Carrier B,fast,5,5,0,0.0,0.0,0
2018-04-05,WH_SOUTH,South FC,CAR_B,Carrier B,standard,7,6,1,14.29,0.0,0
2018-04-05,WH_SOUTH,South FC,CAR_C,Carrier C,bulky,5,3,2,40.0,0.0,0
2018-04-05,WH_SOUTH,South FC,CAR_C,Carrier C,fast,2,2,0,0.0,0.0,0
2018-04-05,WH_SOUTH,South FC,CAR_C,Carrier C,standard,1,1,0,0.0,0.0,0
2018-04-05,WH_SOUTH,South FC,CAR_D,Carrier D,bulky,1,1,0,0.0,0.0,0
2018-04-05,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,bulky,16,2,14,87.5,0.0,0
2018-04-05,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,fast,28,28,0,0.0,0.0,0
2018-04-05,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,standard,36,31,5,13.89,1.11,3
2018-04-05,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bulky,16,8,8,50.0,0.0,0
2018-04-05,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,fast,16,16,0,0.0,1.13,2
2018-04-05,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,standard,35,29,6,17.14,0.0,0
2018-04-05,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,bulky,7,2,5,71.43,0.0,0
2018-04-05,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,fast,10,10,0,0.0,0.0,0
2018-04-05,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,standard,13,8,5,38.46,2.0,3
2018-04-05,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,bulky,9,5,4,44.44,0.0,0
2018-04-05,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,fast,9,9,0,0.0,0.0,0
2018-04-05,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,standard,15,11,4,26.67,0.2,1
2018-04-06,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,standard,1,1,0,0.0,0.0,0
2018-04-06,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,bulky,1,1,0,0.0,0.0,0
2018-04-06,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,standard,2,1,1,50.0,0.0,0
2018-04-06,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,fast,1,1,0,0.0,0.0,0
2018-04-06,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,fast,3,3,0,0.0,0.0,0
2018-04-06,WH_NORTH,North FC,CAR_A,Carrier A,standard,1,1,0,0.0,0.0,0
2018-04-06,WH_NORTH,North FC,CAR_B,Carrier B,fast,1,1,0,0.0,0.0,0
2018-04-06,WH_NORTH,North FC,CAR_B,Carrier B,standard,1,1,0,0.0,0.0,0
2018-04-06,WH_NORTH,North FC,CAR_C,Carrier C,fast,1,1,0,0.0,0.0,0
2018-04-06,WH_NORTH,North FC,CAR_C,Carrier C,standard,1,1,0,0.0,0.0,0
2018-04-06,WH_SOUTH,South FC,CAR_A,Carrier A,bulky,5,4,1,20.0,0.0,0
2018-04-06,WH_SOUTH,South FC,CAR_A,Carrier A,fast,2,2,0,0.0,0.0,0
2018-04-06,WH_SOUTH,South FC,CAR_A,Carrier A,standard,3,3,0,0.0,0.0,0
2018-04-06,WH_SOUTH,South FC,CAR_B,Carrier B,bulky,4,4,0,0.0,0.0,0
2018-04-06,WH_SOUTH,South FC,CAR_B,Carrier B,fast,6,6,0,0.0,0.0,0
2018-04-06,WH_SOUTH,South FC,CAR_B,Carrier B,standard,4,4,0,0.0,2.75,1
2018-04-06,WH_SOUTH,South FC,CAR_C,Carrier C,standard,1,1,0,0.0,0.0,0
2018-04-06,WH_SOUTH,South FC,CAR_D,Carrier D,fast,2,2,0,0.0,0.0,0
2018-04-06,WH_SOUTH,South FC,CAR_D,Carrier D,standard,1,1,0,0.0,0.0,0
2018-04-06,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,bulky,10,7,3,30.0,0.0,0
2018-04-06,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,fast,19,17,2,10.53,0.89,1
2018-04-06,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,standard,15,12,3,20.0,0.0,0
2018-04-06,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bulky,13,6,7,53.85,0.0,0
2018-04-06,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,fast,16,16,0,0.0,0.38,1
2018-04-06,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,standard,10,8,2,20.0,0.7,1
2018-04-06,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,bulky,6,3,3,50.0,6.83,1
2018-04-06,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,fast,12,11,1,8.33,0.0,0
2018-04-06,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,standard,20,12,8,40.0,0.0,0
2018-04-06,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,bulky,5,3,2,40.0,0.0,0
2018-04-06,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,fast,8,8,0,0.0,0.0,0
2018-04-06,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,standard,6,5,1,16.67,0.0,0
2018-04-07,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,bulky,2,2,0,0.0,0.0,0
2018-04-07,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,fast,1,1,0,0.0,0.0,0
2018-04-07,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,fast,5,3,2,40.0,0.0,0
2018-04-07,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,standard,1,1,0,0.0,0.0,0
2018-04-07,WH_NORTH,North FC,CAR_B,Carrier B,bulky,1,1,0,0.0,0.0,0
2018-04-07,WH_NORTH,North FC,CAR_B,Carrier B,fast,1,1,0,0.0,0.0,0
2018-04-07,WH_NORTH,North FC,CAR_B,Carrier B,standard,2,2,0,0.0,3.5,1
2018-04-07,WH_NORTH,North FC,CAR_D,Carrier D,fast,1,1,0,0.0,0.0,0
2018-04-07,WH_SOUTH,South FC,CAR_A,Carrier A,bulky,1,1,0,0.0,0.0,0
2018-04-07,WH_SOUTH,South FC,CAR_A,Carrier A,fast,1,1,0,0.0,0.0,0
2018-04-07,WH_SOUTH,South FC,CAR_A,Carrier A,standard,3,3,0,0.0,0.0,0
2018-04-07,WH_SOUTH,South FC,CAR_B,Carrier B,fast,2,2,0,0.0,0.0,0
2018-04-07,WH_SOUTH,South FC,CAR_B,Carrier B,standard,4,4,0,0.0,0.0,0
2018-04-07,WH_SOUTH,South FC,CAR_C,Carrier C,fast,1,1,0,0.0,0.0,0
2018-04-07,WH_SOUTH,South FC,CAR_C,Carrier C,standard,2,2,0,0.0,0.0,0
2018-04-07,WH_SOUTH,South FC,CAR_D,Carrier D,standard,1,1,0,0.0,0.0,0
2018-04-07,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,bulky,9,5,4,44.44,0.44,1
2018-04-07,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,fast,17,15,2,11.76,0.0,0
2018-04-07,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,standard,14,11,3,21.43,1.0,2
2018-04-07,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bulky,10,4,6,60.0,0.3,1
2018-04-07,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,fast,10,9,1,10.0,0.0,0
2018-04-07,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,standard,22,12,10,45.45,0.0,0
2018-04-07,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,bulky,13,5,8,61.54,0.38,1
2018-04-07,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,fast,11,11,0,0.0,3.18,1
2018-04-07,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,standard,12,10,2,16.67,0.0,0
2018-04-07,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,bulky,8,6,2,25.0,0.0,0
2018-04-07,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,fast,2,2,0,0.0,0.0,0
2018-04-07,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,standard,4,2,2,50.0,0.0,0
2018-04-08,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,bulky,1,1,0,0.0,0.0,0
2018-04-08,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,fast,2,2,0,0.0,0.0,0
2018-04-08,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,standard,1,1,0,0.0,0.0,0
2018-04-08,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,bulky,1,1,0,0.0,0.0,0
2018-04-08,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,fast,1,1,0,0.0,0.0,0
2018-04-08,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,standard,1,1,0,0.0,0.0,0
2018-04-08,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,bulky,2,1,1,50.0,0.0,0
2018-04-08,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,fast,1,1,0,0.0,0.0,0
2018-04-08,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,standard,1,1,0,0.0,0.0,0
2018-04-08,WH_NORTH,North FC,CAR_A,Carrier A,fast,1,1,0,0.0,0.0,0
2018-04-08,WH_NORTH,North FC,CAR_B,Carrier B,standard,1,1,0,0.0,0.0,0
2018-04-08,WH_NORTH,North FC,CAR_C,Carrier C,fast,1,1,0,0.0,0.0,0
2018-04-08,WH_SOUTH,South FC,CAR_A,Carrier A,bulky,1,1,0,0.0,0.0,0
2018-04-08,WH_SOUTH,South FC,CAR_A,Carrier A,fast,1,1,0,0.0,0.0,0
2018-04-08,WH_SOUTH,South FC,CAR_A,Carrier A,standard,3,1,2,66.67,0.0,0
2018-04-08,WH_SOUTH,South FC,CAR_B,Carrier B,bulky,3,2,1,33.33,0.0,0
2018-04-08,WH_SOUTH,South FC,CAR_B,Carrier B,fast,1,1,0,0.0,0.0,0
2018-04-08,WH_SOUTH,South FC,CAR_B,Carrier B,standard,3,1,2,66.67,0.0,0
2018-04-08,WH_SOUTH,South FC,CAR_C,Carrier C,bulky,3,2,1,33.33,0.0,0
2018-04-08,WH_SOUTH,South FC,CAR_C,Carrier C,fast,1,1,0,0.0,0.0,0
2018-04-08,WH_SOUTH,South FC,CAR_C,Carrier C,standard,1,1,0,0.0,0.0,0
2018-04-08,WH_SOUTH,South FC,CAR_D,Carrier D,fast,1,1,0,0.0,0.0,0
2018-04-08,WH_SOUTH,South FC,CAR_D,Carrier D,standard,4,2,2,50.0,0.0,0
2018-04-08,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,bulky,13,6,7,53.85,0.0,0
2018-04-08,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,fast,23,20,3,13.04,1.3,2
2018-04-08,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,standard,15,9,6,40.0,0.0,0
2018-04-08,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bulky,14,11,3,21.43,5.43,3
2018-04-08,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,fast,16,16,0,0.0,0.0,0
2018-04-08,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,standard,16,13,3,18.75,1.38,2
