week_start_date,warehouse_id,warehouse_name,carrier_id,carrier_name,category_name,issue_type,shipment_count,issue_count,issue_rate_pct,anomaly_count,dominant_anomaly_flag
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bebidas,missing,1,1,100.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,damaged,5,5,100.0,5,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,missing,2,2,100.0,2,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,none,2,0,0.0,2,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,wrong,1,1,100.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,brinquedos,damaged,1,1,100.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,cama_mesa_banho,missing,1,1,100.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,cama_mesa_banho,none,1,0,0.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,construcao_ferramentas_construcao,damaged,1,1,100.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,eletrodomesticos_2,none,1,0,0.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,eletronicos,damaged,1,1,100.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,eletronicos,none,1,0,0.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,eletronicos,wrong,1,1,100.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,esporte_lazer,damaged,2,2,100.0,2,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,esporte_lazer,none,2,0,0.0,2,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,esporte_lazer,wrong,1,1,100.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,fashion_bolsas_e_acessorios,none,2,0,0.0,2,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,ferramentas_jardim,missing,1,1,100.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,ferramentas_jardim,wrong,1,1,100.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,informatica_acessorios,damaged,1,1,100.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,informatica_acessorios,none,2,0,0.0,2,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,livros_tecnicos,damaged,1,1,100.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,moveis_decoracao,missing,1,1,100.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,moveis_decoracao,none,2,0,0.0,2,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,moveis_escritorio,wrong,1,1,100.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,papelaria,none,1,0,0.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,perfumaria,none,1,0,0.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,pet_shop,missing,1,1,100.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,relogios_presentes,none,1,0,0.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,telefonia,damaged,1,1,100.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,telefonia,none,1,0,0.0,1,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,utilidades_domesticas,damaged,3,3,100.0,3,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,utilidades_domesticas,none,5,0,0.0,5,ANOM_SPIKE_001
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,alimentos,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,audio,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,automotivo,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,bebes,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,beleza_saude,damaged,1,1,100.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,beleza_saude,none,2,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,brinquedos,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,brinquedos,wrong,1,1,100.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,cama_mesa_banho,none,3,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,construcao_ferramentas_construcao,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,esporte_lazer,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,ferramentas_jardim,none,2,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,informatica_acessorios,none,2,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,moveis_decoracao,none,2,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,moveis_decoracao,refund,1,1,100.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,perfumaria,none,2,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,pet_shop,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,relogios_presentes,none,3,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,telefonia,none,2,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,unknown,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,utilidades_domesticas,none,2,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,automotivo,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,beleza_saude,none,2,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,brinquedos,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,cama_mesa_banho,none,2,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,cool_stuff,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,eletronicos,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,eletroportateis,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,esporte_lazer,none,2,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,ferramentas_jardim,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,informatica_acessorios,none,2,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,moveis_decoracao,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,papelaria,none,1,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,relogios_presentes,none,2,0,0.0,0,none
2018-03-26,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,telefonia,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,automotivo,none,3,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,beleza_saude,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,cama_mesa_banho,failed,1,1,100.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,cama_mesa_banho,none,3,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,construcao_ferramentas_seguranca,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,cool_stuff,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,eletronicos,none,2,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,esporte_lazer,none,2,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,fashion_calcados,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,informatica_acessorios,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,moveis_decoracao,none,3,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,relogios_presentes,none,3,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,telefonia,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,automotivo,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,bebes,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,bebes,refund,1,1,100.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,cama_mesa_banho,none,3,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,casa_construcao,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,construcao_ferramentas_seguranca,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,eletrodomesticos,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,eletronicos,none,3,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,esporte_lazer,none,3,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,informatica_acessorios,none,5,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,livros_interesse_geral,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,perfumaria,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,relogios_presentes,none,3,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,utilidades_domesticas,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,automotivo,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,cama_mesa_banho,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,cool_stuff,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,informatica_acessorios,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,papelaria,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,relogios_presentes,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,utilidades_domesticas,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,alimentos_bebidas,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,automotivo,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,beleza_saude,none,4,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,cama_mesa_banho,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,esporte_lazer,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,fashion_bolsas_e_acessorios,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,ferramentas_jardim,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,informatica_acessorios,damaged,1,1,100.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,informatica_acessorios,none,2,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,malas_acessorios,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,moveis_decoracao,none,2,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,perfumaria,missing,1,1,100.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,perfumaria,refund,1,1,100.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,pet_shop,none,1,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,relogios_presentes,none,3,0,0.0,0,none
2018-04-02,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,relogios_presentes,refund,1,1,100.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_A,Carrier A,informatica_acessorios,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_A,Carrier A,pet_shop,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_A,Carrier A,relogios_presentes,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_A,Carrier A,unknown,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_B,Carrier B,automotivo,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_B,Carrier B,bebes,failed,1,1,100.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_B,Carrier B,beleza_saude,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_B,Carrier B,cama_mesa_banho,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_B,Carrier B,eletronicos,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_B,Carrier B,esporte_lazer,none,3,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_B,Carrier B,moveis_decoracao,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_B,Carrier B,moveis_escritorio,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_B,Carrier B,perfumaria,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_B,Carrier B,relogios_presentes,none,2,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_C,Carrier C,automotivo,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_C,Carrier C,beleza_saude,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_C,Carrier C,eletronicos,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_C,Carrier C,esporte_lazer,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_C,Carrier C,informatica_acessorios,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_C,Carrier C,portateis_casa_forno_e_cafe,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_D,Carrier D,consoles_games,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_D,Carrier D,eletrodomesticos,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_D,Carrier D,moveis_decoracao,none,1,0,0.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_D,Carrier D,papelaria,refund,1,1,100.0,0,none
2018-04-02,WH_NORTH,North FC,CAR_D,Carrier D,relogios_presentes,none,1,0,0.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,alimentos,none,1,0,0.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,automotivo,none,7,0,0.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,bebes,none,3,0,0.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,beleza_saude,none,1,0,0.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,beleza_saude,wrong,1,1,100.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,brinquedos,none,1,0,0.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,cama_mesa_banho,none,5,0,0.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,cine_foto,none,1,0,0.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,consoles_games,none,1,0,0.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,construcao_ferramentas_construcao,none,2,0,0.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,eletronicos,none,2,0,0.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,eletroportateis,none,1,0,0.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,esporte_lazer,none,5,0,0.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,esporte_lazer,wrong,1,1,100.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,fashion_bolsas_e_acessorios,none,2,0,0.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,informatica_acessorios,none,3,0,0.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,informatica_acessorios,wrong,1,1,100.0,0,none
2018-04-02,WH_SOUTH,South FC,CAR_A,Carrier A,instrumentos_musicais,none,1,0,0.0,0,none
