order_id,carrier_id,carrier_name
e92f3505810692cd4a0350b19e2d9045,CAR_A,Carrier A
1b9ecfe83cdc259250e1a8aca174f0ad,CAR_B,Carrier B
197edbaa61a8a349f382553fd2180ee1,CAR_A,Carrier A
dcbd516c0f39081a5e542ef76bbc3fe4,CAR_C,Carrier C
8bbbef97d763f4dcf2e12cc5b5e0cee6,CAR_A,Carrier A
56a4ac10a4a8f2ba7693523bb439eede,CAR_B,Carrier B
d62387acb3914789e712406e9882e549,CAR_B,Carrier B
35b7d83c8629ba8d0f718d9d293cf436,CAR_A,Carrier A
418764469a9e73f76f56783c1863bd05,CAR_B,Carrier B
0ac645ddb846d1373321decb39c9956f,CAR_D,Carrier D
711f6009f8bf028b3fa426696b581432,CAR_D,Carrier D
cf18c0b77059499a99818871229ab994,CAR_B,Carrier B
d977821da81b766c90bcd3351f0dbf19,CAR_A,Carrier A
5a00ef28abf9645038a7d37c1639d2c2,CAR_B,Carrier B
bba5aa837be7e597e91c6ddedf604cd8,CAR_C,Carrier C
b3fb87dd5ffb58351fd40c4f9fe03cdf,CAR_D,Carrier D
3b881091c6fc2687191b01c705287c13,CAR_A,Carrier A
86f408a9212aebbcddb41c1e8c65ebe0,CAR_C,Carrier C
567653c46861b54519b6f4cdee500f0a,CAR_A,Carrier A
0d09617395364c88c4ad7c457b439314,CAR_A,Carrier A
e54613f3313c396f77d8280b9121ea2e,CAR_C,Carrier C
dc05a07c0cc70e26e10e274313034ad3,CAR_C,Carrier C
ec3d63b91b19bedcbe453ea0df14dd50,CAR_A,Carrier A
d4922affdd87d3e42657243354c7acd1,CAR_D,Carrier D
267e5fff0e80197e6553c5596ed81dbd,CAR_B,Carrier B
dcb4a1d21593a108db61f12a4b3d61db,CAR_A,Carrier A
3b14820d642ea72e95df3289b6539c1c,CAR_C,Carrier C
32e4fa9bb468884309b58b9348de70c3,CAR_A,Carrier A
4df92d82d79c3b52c7138679fa9b07fc,CAR_A,Carrier A
142ac5357e541e5881d26fc5eb5f3754,CAR_D,Carrier D
9d48a2dfef2e0cb6155f816b9bf8489c,CAR_A,Carrier A
d4ab8a264235be36f72a07621046d082,CAR_C,Carrier C
a0411a1811cf1c3c1312372cb0495c6f,CAR_A,Carrier A
3c3fa8869e142a240f57aef59c095f6c,CAR_A,Carrier A
33209e0f87b2ed543a0876812c9c5c40,CAR_C,Carrier C
ad7ddb009f1bcd6c40cb1106471c292c,CAR_B,Carrier B
a865adb8bec2475e30e835eaf1b9e7d6,CAR_D,Carrier D
cf3d593f97ce4a58adbd6b488579fa36,CAR_B,Carrier B
8ca57f2b32c00588cab243b2115441f5,CAR_A,Carrier A
ad2b0f4fd912cd3c834e5976c46b75b7,CAR_A,Carrier A
40ef667b4259d5f521a0fd1a093d0415,CAR_B,Carrier B
eba75422c6a2414d3cd8289123e64200,CAR_A,Carrier A
3ec2c982a9497e2aa32da12b18ce7266,CAR_C,Carrier C
4fe2fd5509bca02cbd39aa5b3eeb2a8f,CAR_C,Carrier C
b65067f5a1e9e4aea30dae0dc505119b,CAR_B,Carrier B
c0e59bb74c6b71dbd39b3073120e957d,CAR_C,Carrier C
e5e6a20a4c3fbe6ee280c01f8fe279cc,CAR_D,Carrier D
cd0019d8419b82109ff269d8b4e18791,CAR_C,Carrier C
7753606fb1d0067848f8a1a7ae5abefa,CAR_B,Carrier B
df8e5e994bcc820fcf403f9a875201e6,CAR_B,Carrier B
c4cffa375b754170e9823a1fe9ac75bb,CAR_D,Carrier D
f9fe35b6ddb4b18faa9a9a683e20eaea,CAR_A,Carrier A
cfa4fa27b417971e86d8127cb688712f,CAR_C,Carrier C
bcdbb3b243d4e882503b919785e2343f,CAR_A,Carrier A
3acf8c12de0c5a31ce57671e97cb48a1,CAR_D,Carrier D
4c460fdf49b517270b6258ba2d3c1ef9,CAR_B,Carrier B
c046779e1ef14c11e325b9b9a46d610d,CAR_A,Carrier A
ac71263052acddd3b2031b5937f8fc30,CAR_C,Carrier C
f633c884a99eb63866600655356d973e,CAR_D,Carrier D
16e38caa92e342c7780f68832f832d4d,CAR_D,Carrier D
6d710101fb9f067dd5385ea1b6021946,CAR_A,Carrier A
49e19ca07e42bde08630a08e50ad980e,CAR_D,Carrier D
ed3b269b4badaf0126050c9d4f7b854c,CAR_B,Carrier B
3783e0b4f1ef0985e0d9aca4629f756b,CAR_C,Carrier C
4d315c56f2d8d8d27bf1a1365d41c923,CAR_B,Carrier B
186d50e82bb60fc547f3dbf7aa6f6f8a,CAR_A,Carrier A
2042abeefae68e63a8aa30edd4b0eb48,CAR_B,Carrier B
b2ce866408709e3ba155f339e97b8405,CAR_C,Carrier C
a98012aa8c697f2bcff9f8c2183e0f2b,CAR_B,Carrier B
f3381b1e6c37c70f2b3c9d211b166412,CAR_A,Carrier A
b9afddbdcfadc9a87b41a83271c3e888,CAR_D,Carrier D
4630b9ea86d473a936d6dd589cee8b22,CAR_D,Carrier D
4cd9478b63edacb631dcf780b036b157,CAR_A,Carrier A
c514dba8d0ed614c6a397d2f0f3fe202,CAR_B,Carrier B
05ae7d6bd78e2a61f4c0076a9d690aa8,CAR_B,Carrier B
c3716204ec5bc2bc5593bee858279148,CAR_A,Carrier A
d92d62eadcca8fd6509c4d0afad5b2c2,CAR_D,Carrier D
0ab63e307694f40a88a0ecd358c0939d,CAR_B,Carrier B
f29d0fd6d4e6d5ce550e0b2f9335116c,CAR_A,Carrier A
fc66798245e4d173bcc7eb36eb72a278,CAR_A,Carrier A
6ffdb56df83717770ba1d34001f4686a,CAR_D,Carrier D
d0d828105d7a6106d4b6cfd55607c278,CAR_A,Carrier A
41de3b8bbb80e2cc80c8d446a752d2fb,CAR_B,Carrier B
2f4545bda1b1c794a9a35a3fbe4257ba,CAR_C,Carrier C
fb4c699559386e0b6b970181177d99bd,CAR_C,Carrier C
a2ea081c06c12c25c068089e4985745a,CAR_A,Carrier A
3c9a3ff1e41cb58bb8a24ae6f6eea080,CAR_A,Carrier A
16cb3a72f04e248a1244b076ce0d9bb7,CAR_D,Carrier D
cc66dee6fbc18bb79903c3a2cc14ff52,CAR_B,Carrier B
f15ee2f37da0500e278ec213c201edf3,CAR_A,Carrier A
eb1873ec4d6a2af1c0626a7d08bd9c09,CAR_C,Carrier C
38971812f1db9e4a30885e5574dcbe53,CAR_A,Carrier A
ee3fad68d0f56d60e91a2363ec879e44,CAR_B,Carrier B
9f2ff91a3b8c4c34b7847c9c68971cfd,CAR_A,Carrier A
498a0b00b1c51a95e61baebf6379d76b,CAR_C,Carrier C
db115077a7bd949a515922eb40aea6c3,CAR_A,Carrier A
2cb414479754a8e1ed07eed0ccfc0778,CAR_B,Carrier B
633dfa0c56ae5c0c7f2e90620ad55b2f,CAR_C,Carrier C
54bc2449fbe0368b74470e4280fe494e,CAR_C,Carrier C
d5211af24819d319c02a285e7bb51750,CAR_A,Carrier A
477ee3f21cb7374ecfa12433c30f53f5,CAR_A,Carrier A
15d086bbbae9b9e4b50c916c919479ed,CAR_A,Carrier A
234c056c50619f48da64f731c48242b4,CAR_D,Carrier D
62a56f9bfe98de42bcdbe6cc57284dfb,CAR_C,Carrier C
a11ebb9e9f1a018eea99fe7105f2d897,CAR_C,Carrier C
4dcc01481b7ab4f5f37c8eb4c4c67841,CAR_A,Carrier A
bfafa269a969ef03e5db5dc7d7a72471,CAR_A,Carrier A
476984a30a6929077bedabbefc98ce38,CAR_A,Carrier A
48b7d84507eb52608a007fde9d641daa,CAR_C,Carrier C
8ad3f1d0f96992e43566c4c82c9f6c58,CAR_A,Carrier A
cdbe906438125d1d5bf88bb289f8ed61,CAR_A,Carrier A
ca290a06ee0945b956f79c93b5191633,CAR_B,Carrier B
50fe82ce977520094518dd8618d7331a,CAR_A,Carrier A
443a73a22cd4e0078a47c275b358b786,CAR_A,Carrier A
f6f6a68d78c7dd4b319f6df3c846094b,CAR_B,Carrier B
9d047c83463a30fcc3f2b361d9a33d2f,CAR_D,Carrier D
0d5cbb8e4c1c7a7fc26899126197a6b9,CAR_C,Carrier C
3c333445207b077f35c9e81a7e7c7273,CAR_D,Carrier D
1a4cc55b483d875e3b8bbd64a1b31bba,CAR_B,Carrier B
27a78fdbe7b915a0596af3a5803a41cb,CAR_D,Carrier D
e55e8c9f6f33a8562db1430444f22092,CAR_B,Carrier B
a236ae70310b60403c3adac81f96d5e6,CAR_B,Carrier B
47cdb12caf2067098633bc9a0d3679f7,CAR_C,Carrier C
fe91d55ea129eb6d5a2d5fc82bcacbd0,CAR_A,Carrier A
61e7365ad2e2ce5a3dbf650586623b7f,CAR_A,Carrier A
af500adf58ab55b8bdd27be8cf81aeba,CAR_B,Carrier B
965c963c874eedc47cd261cbe057121b,CAR_B,Carrier B
492bed007520827cbed51959e4ce4385,CAR_B,Carrier B
df82ea7ca7f0f799161e0fd92c3ab96a,CAR_C,Carrier C
b23b43e19386862a7c0aaa27c80e782f,CAR_B,Carrier B
6be749c0e984143242faa174d084889f,CAR_A,Carrier A
90855e99e15fa22aff68cdb4323b27c9,CAR_D,Carrier D
802ee584365ed44c00f4207fb17ae67b,CAR_C,Carrier C
75d1b089800a77f3c4b653e297632423,CAR_C,Carrier C
6051e6d3da9a50b7325cbe9c81025062,CAR_C,Carrier C
f9ca536e1ef897f153c183d72ba141bb,CAR_B,Carrier B
4f38a875c972c4803a792f62b999b4cd,CAR_A,Carrier A
3bbbeac55063ea854a8b5d32a2cbf8b0,CAR_A,Carrier A
1d767ef13195f2cb3337b6b077e1f752,CAR_B,Carrier B
d8917c684fbf577ca5d76423b29f29da,CAR_A,Carrier A
95d9d2979d40161be87292ff88563cba,CAR_A,Carrier A
263ba12390d0fbce329dd16da8cd20f8,CAR_C,Carrier C
b323a1bf3949211f3d9fbc43772534e6,CAR_B,Carrier B
351126ee473c51592cb591efea295181,CAR_C,Carrier C
3d4359c9a8031f632995e7923608dd4d,CAR_C,Carrier C
cc06813c8d9909633f390ed9b5df999f,CAR_A,Carrier A
14986dd5b5dc6b4203bda6666311e4d0,CAR_C,Carrier C
7ce20b22753ccc86fdb3b6f7efefcc75,CAR_D,Carrier D
7297f6bfea2a33ef176cff30f467aa41,CAR_C,Carrier C
9855054362f487c4f25172bd0b8a44cf,CAR_C,Carrier C
95bf775f5db872acb7ac9cf5cdbbc292,CAR_A,Carrier A
a69bb719ee2c8b4a25bf1a1a5f3ae686,CAR_C,Carrier C
00bdcdda88e6b02977fc6ce3d412c600,CAR_D,Carrier D
b5ae10bf67afb6e14718789096f22787,CAR_A,Carrier A
f7fd9088963ee4f442fd642219d80fb5,CAR_A,Carrier A
895e066de0072faddf0044db8e490353,CAR_A,Carrier A
3dddd02cc38fbaa0a544a1e928aee40e,CAR_C,Carrier C
5f071a8534fb6805fa6ec902f04219e4,CAR_A,Carrier A
d0a72f8bcc1f2045167eaa548647e77c,CAR_C,Carrier C
675bc8cd15e6b9225582b9161288670f,CAR_D,Carrier D
cfb361b2049fa0ddeb6ca3959fa0767d,CAR_B,Carrier B
61898b3ad4d51459e014bc6d4c2e7166,CAR_B,Carrier B
f76b895a9902ad634abed7eec3211a10,CAR_B,Carrier B
6f209510f34ce1a8c89d11273039981d,CAR_A,Carrier A
6a4b06a2b62d1f2c69cf1f7a4eae074a,CAR_B,Carrier B
6abaa1126b7b6ae01eb168ec3da96dac,CAR_A,Carrier A
045c9852284420b9c02d156436e1481c,CAR_A,Carrier A
54912035e047f9834df97cdfef0d2768,CAR_A,Carrier A
56472b840118d1bfb244c6cb42581ae6,CAR_D,Carrier D
7c3e6d9d783f5fb5927a500abf1cfbaf,CAR_D,Carrier D
44fdca9e41cfd8248c3ac1e369447eff,CAR_B,Carrier B
8dbdb81783a3c754dc9441826510a36a,CAR_A,Carrier A
cd81fccdeffb11e33de701e2c53c85c6,CAR_C,Carrier C
7ebe19943d85e81a7b0eb108681276b7,CAR_A,Carrier A
1133f2dfc033ba92bf6c470b20f6f332,CAR_B,Carrier B
e311f8fc30348d6213964a43f70f87fb,CAR_A,Carrier A
f396e1280028fa9c8c83111abee5f2e9,CAR_D,Carrier D
87afd3fd1ec1b984a228c772b5dd2a4c,CAR_B,Carrier B
91d7491c6b0eada151a7e307697841bc,CAR_C,Carrier C
a2fc0d6559cd85b95e1a02c8d97d55ec,CAR_A,Carrier A
760312f5735ee281f01e56d5ddee05e3,CAR_A,Carrier A
b9383cd99539eb0ccb11ab1a62bd0621,CAR_A,Carrier A
dcc3610bd6745b8ec0d84354631fbd3d,CAR_C,Carrier C
d8a7be3bdd16ebaf4601bc8252f54a08,CAR_C,Carrier C
a062c240bb299fa3f0ce55cf05ec8390,CAR_A,Carrier A
28b2d19e3d604381f30089a68a4e0831,CAR_A,Carrier A
9b2fa9acfe395734a133a58bcbfb9776,CAR_B,Carrier B
54d591a90dbfa19ae578252a9b5a2720,CAR_B,Carrier B
d262943abbea3ae2db6528a4261ba247,CAR_B,Carrier B
4652332a6a0d39960cdec082ef7b52b8,CAR_A,Carrier A
0acdae809654a2de1235d18a12cf73f3,CAR_C,Carrier C
38097aba0f729783af8bf48eabf5e496,CAR_A,Carrier A
b436fd24a04e7267307e1d900faa8eb1,CAR_C,Carrier C
ef5b03340b5839974405018a62e03f29,CAR_D,Carrier D
f056d4857c146c38ff02566b3e152bca,CAR_A,Carrier A
12764e11143d316ea2257118daa2e3bc,CAR_A,Carrier A
ec3b583694db9a04ad2928a8f0546207,CAR_B,Carrier B
8944f7ffacbf68290782beb6f6d21ece,CAR_C,Carrier C
96c3a40e38272781dd5b3dfc4797e8f7,CAR_A,Carrier A
6c1d10d32b895709c06d162678e6bac6,CAR_B,Carrier B
45bfddf12e8fd3de8dbda7b7208ec90e,CAR_B,Carrier B
5739eb8dc1389c46e5ff8fc605a6ba44,CAR_B,Carrier B
9e3239dcd0d89b2b4e9315e93f265c84,CAR_B,Carrier B
b3eb2b2fa446ec1d83a9ccb2dead8871,CAR_A,Carrier A
95fa26b6ea476ed040e592e0a825d6f0,CAR_D,Carrier D
b2bee079651c0bf6a1a92b39c2dbe5cf,CAR_A,Carrier A
1913cee0f26c9b117da013a2efd6374f,CAR_D,Carrier D
1c07c0999a3f88b8c1b95e9a07cf5564,CAR_B,Carrier B
297a7adc75a9a48c518c7048426b9675,CAR_B,Carrier B
947ee6ab639791b5711558a7e55cf98e,CAR_B,Carrier B
d85553b6a0d18ab73d361def4c79d08f,CAR_D,Carrier D
5881ef8fbe92b12cbfbe1a210afd221a,CAR_C,Carrier C
16dda44df2095f93a8e1390b77c2c048,CAR_D,Carrier D
c57d8a1fea15380a18f9f81e1096ac9b,CAR_B,Carrier B
652c3ffc10b11f6bb6567b4976d901c6,CAR_C,Carrier C
a611321b36103c43fd31f578c7c6e459,CAR_C,Carrier C
96baca12064c33aaee05b2a4be3f3f2c,CAR_C,Carrier C
741219cefb77a5c6acbbecafb6d0e6f5,CAR_D,Carrier D
d8721b9f395286c3b43ff47a250ad40a,CAR_B,Carrier B
4d81d50f72f166b704ba664c8a1ddbd6,CAR_B,Carrier B
3a6be3906d26bffb0ee2c640eb2ac480,CAR_A,Carrier A
86674ccaee19790309333210917b2c7d,CAR_B,Carrier B
c6512da3ccb5263223de71b8888d4db1,CAR_B,Carrier B
d0bec96aad189992b278688279ba1511,CAR_B,Carrier B
4cf225bc6f9bf421b97987161b23cc57,CAR_C,Carrier C
4091d93f24146cb228adc17dad467e8f,CAR_C,Carrier C
105c228ee2f7c9c2a32d22cd2f8c8e69,CAR_C,Carrier C
9a45c6dbf2fc4848e0a8883d4efe827c,CAR_D,Carrier D
cee9f1845c95efd83885a0b2f7a22b83,CAR_A,Carrier A
4b80b55b32a3549ec05578e46a0f4021,CAR_B,Carrier B
0d17a5f9272e9cf9e9883f404fc61edf,CAR_C,Carrier C
e5858127da61f07285827883e605254b,CAR_B,Carrier B
ad133696906f6a78826daa0911b7daec,CAR_A,Carrier A
1342ab50383d7471a3bfd75ca93d38d6,CAR_C,Carrier C
56a9371475e5344f96ca0933a17215ea,CAR_B,Carrier B
19e234aee52e37132b0b4fcfb8465f88,CAR_B,Carrier B
a58d74cd27d1a011ef6d4876466cee70,CAR_A,Carrier A
72bd19ef4fa285334b95bda01a3718c7,CAR_C,Carrier C
d74283a9b897322afe09916280aca43f,CAR_B,Carrier B
00b1cb0320190ca0daa2c88b35206009,CAR_B,Carrier B
845f40ca6f1b315562f20fd125f93330,CAR_A,Carrier A
7032fb16c3a9d982c9aa86f47cefdd3e,CAR_A,Carrier A
9e6bc602a2466daa94736f31d1319c5d,CAR_B,Carrier B
ec9b762e44b1848fb62eab0de58e8abf,CAR_A,Carrier A
0cce1e1470bc8d35d6a2bebb6991bc1b,CAR_D,Carrier D
fdd770b5f85e6ce0b1b549e331d424f5,CAR_A,Carrier A
f7c061a1028ca02063801272ba6297f2,CAR_B,Carrier B
64834bc188a370357ed08e9eabe5f92e,CAR_D,Carrier D
f645bae2cdb36f1fd4b912724fd610a4,CAR_B,Carrier B
b48b62e1c4a6ba9d0590ea31dc623235,CAR_D,Carrier D
154f3e62bb635300cf9a1d6c4940636d,CAR_A,Carrier A
4aae1a10a22651fe5b76379eb4b34d12,CAR_A,Carrier A
e849e2829de302019ae8bd9924055171,CAR_B,Carrier B
bf9ff7bda0e211e564cf059ef5649e4e,CAR_B,Carrier B
c0fcc74d37e499bd4f73ddca4ffb9a64,CAR_D,Carrier D
8692f02bfa6e672dc1feec8381f8127e,CAR_B,Carrier B
49afa8bc01b5b6aa01e875a0785cc7bf,CAR_B,Carrier B
81b3ad9d86770e51048835a0f288b162,CAR_A,Carrier A
3860898db238028285b1e05b5ab31238,CAR_B,Carrier B
67d8f4eb477222d7b5b81daa8e007bdd,CAR_C,Carrier C
6082358a7c7ac731b66ba978a6bb4442,CAR_A,Carrier A
61f4d740ca1d5469d7aeb49f65719f3f,CAR_B,Carrier B
1d554a2374156f36bdb7e0e6dbcad2d0,CAR_A,Carrier A
33cfd07a622a67d9cd660aa9177b909f,CAR_D,Carrier D
1ac4c8f4bb93ff8b5f87ff821298a59b,CAR_A,Carrier A
062d3e3b803bd3e569cf8c165602f8f4,CAR_B,Carrier B
8c62c4d7adc71858b6b2751c0e3b96e8,CAR_A,Carrier A
5108acfe22756c07a696f4ff210790a8,CAR_A,Carrier A
11921adcbd013757ba6f287c03929bb4,CAR_A,Carrier A
f4f88d0fded20ff7a60fb80ccdd533d2,CAR_A,Carrier A
695e141b92a0f2bc8a7bff7d621692ed,CAR_B,Carrier B
e2b405a4cccf1e66eb8d2b73a4bba700,CAR_C,Carrier C
