order_id,category_name,sla_tier,sla_target_days
2b72a32a2c3e93fa260ca7655073886f,eletrodomesticos_2,bulky,8
a7076e7aba13de8b66d95a55811290ed,cama_mesa_banho,bulky,8
6f5a2dbe5ccce73a9d053a542baabd1c,informatica_acessorios,fast,3
2babe10ce6bcb68b1e3bd35e24424466,utilidades_domesticas,standard,5
ac64f79a33bfa575fc5a17e7926df3d5,eletroportateis,standard,5
858505c5992f35429d07aae37bad60a8,informatica_acessorios,fast,3
6cb134bb285a64b0425d1fdaa00d4214,relogios_presentes,fast,3
4d4ef6cd8147028ffd8c18dc0f6e3050,perfumaria,fast,3
0438fc3e115633e11a93c878a1591016,telefonia,fast,3
0b0f3c7a9bcb6ad1fccab28f9240da6f,informatica_acessorios,fast,3
65f78a0e1f8b80c4f6d8d5c6073b8601,brinquedos,standard,5
b52d29abb97a3978df1d8922bfe36fbe,beleza_saude,fast,3
0c228d925a49aa5e3b35febb948f4f72,esporte_lazer,standard,5
0341b60065c49221a27293793f11b117,relogios_presentes,fast,3
25ebb07a1069a75d3cb9baf0a94f22d0,relogios_presentes,fast,3
c2d07d9078b700b9198a126183867c16,beleza_saude,fast,3
32bda40452bf0485c310bca24eb53886,cool_stuff,standard,5
b335cf4d393acc627b82e83b3b3711fe,esporte_lazer,standard,5
15fb9c745e91eff5482a9af2a5fad0e6,esporte_lazer,standard,5
141ad0192cfa16174e4fd0a1a7e7ba4a,construcao_ferramentas_construcao,bulky,8
5869074071e0f56e9085dc3742c97b2a,esporte_lazer,standard,5
e5d931ebd7214cd492fff71fb6a2aeff,moveis_decoracao,bulky,8
d10090be5f75fb89b6817469f0ce1a30,pet_shop,standard,5
72ee4a26e767e55282ac10e63c7b1227,automotivo,standard,5
6cd474b81add3c3d62536cab3e34aa23,informatica_acessorios,fast,3
59b32faedc12322c672e95ec3716d614,relogios_presentes,fast,3
e92f3505810692cd4a0350b19e2d9045,informatica_acessorios,fast,3
1b9ecfe83cdc259250e1a8aca174f0ad,informatica_acessorios,fast,3
197edbaa61a8a349f382553fd2180ee1,consoles_games,standard,5
dcbd516c0f39081a5e542ef76bbc3fe4,ferramentas_jardim,bulky,8
8bbbef97d763f4dcf2e12cc5b5e0cee6,malas_acessorios,standard,5
56a4ac10a4a8f2ba7693523bb439eede,eletronicos,fast,3
d62387acb3914789e712406e9882e549,relogios_presentes,fast,3
35b7d83c8629ba8d0f718d9d293cf436,beleza_saude,fast,3
418764469a9e73f76f56783c1863bd05,construcao_ferramentas_iluminacao,bulky,8
0ac645ddb846d1373321decb39c9956f,eletroportateis,standard,5
711f6009f8bf028b3fa426696b581432,moveis_decoracao,bulky,8
cf18c0b77059499a99818871229ab994,beleza_saude,fast,3
d977821da81b766c90bcd3351f0dbf19,automotivo,standard,5
5a00ef28abf9645038a7d37c1639d2c2,relogios_presentes,fast,3
bba5aa837be7e597e91c6ddedf604cd8,relogios_presentes,fast,3
b3fb87dd5ffb58351fd40c4f9fe03cdf,automotivo,standard,5
3b881091c6fc2687191b01c705287c13,telefonia,fast,3
86f408a9212aebbcddb41c1e8c65ebe0,telefonia,fast,3
567653c46861b54519b6f4cdee500f0a,moveis_decoracao,bulky,8
0d09617395364c88c4ad7c457b439314,beleza_saude,fast,3
e54613f3313c396f77d8280b9121ea2e,moveis_decoracao,bulky,8
dc05a07c0cc70e26e10e274313034ad3,moveis_escritorio,bulky,8
ec3d63b91b19bedcbe453ea0df14dd50,beleza_saude,fast,3
d4922affdd87d3e42657243354c7acd1,automotivo,standard,5
267e5fff0e80197e6553c5596ed81dbd,beleza_saude,fast,3
dcb4a1d21593a108db61f12a4b3d61db,ferramentas_jardim,bulky,8
3b14820d642ea72e95df3289b6539c1c,casa_construcao,bulky,8
32e4fa9bb468884309b58b9348de70c3,beleza_saude,fast,3
4df92d82d79c3b52c7138679fa9b07fc,moveis_decoracao,bulky,8
142ac5357e541e5881d26fc5eb5f3754,utilidades_domesticas,standard,5
9d48a2dfef2e0cb6155f816b9bf8489c,eletronicos,fast,3
d4ab8a264235be36f72a07621046d082,relogios_presentes,fast,3
a0411a1811cf1c3c1312372cb0495c6f,automotivo,standard,5
3c3fa8869e142a240f57aef59c095f6c,beleza_saude,fast,3
33209e0f87b2ed543a0876812c9c5c40,moveis_decoracao,bulky,8
ad7ddb009f1bcd6c40cb1106471c292c,beleza_saude,fast,3
a865adb8bec2475e30e835eaf1b9e7d6,automotivo,standard,5
cf3d593f97ce4a58adbd6b488579fa36,bebes,standard,5
8ca57f2b32c00588cab243b2115441f5,eletroportateis,standard,5
ad2b0f4fd912cd3c834e5976c46b75b7,automotivo,standard,5
40ef667b4259d5f521a0fd1a093d0415,livros_tecnicos,standard,5
eba75422c6a2414d3cd8289123e64200,papelaria,fast,3
3ec2c982a9497e2aa32da12b18ce7266,pet_shop,standard,5
4fe2fd5509bca02cbd39aa5b3eeb2a8f,cama_mesa_banho,bulky,8
b65067f5a1e9e4aea30dae0dc505119b,ferramentas_jardim,bulky,8
c0e59bb74c6b71dbd39b3073120e957d,alimentos,standard,5
e5e6a20a4c3fbe6ee280c01f8fe279cc,bebes,standard,5
cd0019d8419b82109ff269d8b4e18791,moveis_decoracao,bulky,8
7753606fb1d0067848f8a1a7ae5abefa,beleza_saude,fast,3
df8e5e994bcc820fcf403f9a875201e6,moveis_decoracao,bulky,8
c4cffa375b754170e9823a1fe9ac75bb,informatica_acessorios,fast,3
f9fe35b6ddb4b18faa9a9a683e20eaea,beleza_saude,fast,3
cfa4fa27b417971e86d8127cb688712f,beleza_saude,fast,3
bcdbb3b243d4e882503b919785e2343f,telefonia_fixa,fast,3
3acf8c12de0c5a31ce57671e97cb48a1,brinquedos,standard,5
4c460fdf49b517270b6258ba2d3c1ef9,cama_mesa_banho,bulky,8
c046779e1ef14c11e325b9b9a46d610d,perfumaria,fast,3
ac71263052acddd3b2031b5937f8fc30,construcao_ferramentas_iluminacao,bulky,8
f633c884a99eb63866600655356d973e,relogios_presentes,fast,3
16e38caa92e342c7780f68832f832d4d,malas_acessorios,standard,5
6d710101fb9f067dd5385ea1b6021946,moveis_sala,bulky,8
49e19ca07e42bde08630a08e50ad980e,brinquedos,standard,5
ed3b269b4badaf0126050c9d4f7b854c,esporte_lazer,standard,5
3783e0b4f1ef0985e0d9aca4629f756b,cama_mesa_banho,bulky,8
4d315c56f2d8d8d27bf1a1365d41c923,moveis_escritorio,bulky,8
186d50e82bb60fc547f3dbf7aa6f6f8a,cama_mesa_banho,bulky,8
2042abeefae68e63a8aa30edd4b0eb48,cama_mesa_banho,bulky,8
b2ce866408709e3ba155f339e97b8405,cama_mesa_banho,bulky,8
a98012aa8c697f2bcff9f8c2183e0f2b,informatica_acessorios,fast,3
f3381b1e6c37c70f2b3c9d211b166412,utilidades_domesticas,standard,5
b9afddbdcfadc9a87b41a83271c3e888,cama_mesa_banho,bulky,8
4630b9ea86d473a936d6dd589cee8b22,utilidades_domesticas,standard,5
4cd9478b63edacb631dcf780b036b157,telefonia,fast,3
c514dba8d0ed614c6a397d2f0f3fe202,construcao_ferramentas_seguranca,bulky,8
05ae7d6bd78e2a61f4c0076a9d690aa8,casa_conforto,standard,5
c3716204ec5bc2bc5593bee858279148,esporte_lazer,standard,5
d92d62eadcca8fd6509c4d0afad5b2c2,informatica_acessorios,fast,3
0ab63e307694f40a88a0ecd358c0939d,esporte_lazer,standard,5
f29d0fd6d4e6d5ce550e0b2f9335116c,moveis_decoracao,bulky,8
fc66798245e4d173bcc7eb36eb72a278,beleza_saude,fast,3
6ffdb56df83717770ba1d34001f4686a,alimentos,standard,5
d0d828105d7a6106d4b6cfd55607c278,esporte_lazer,standard,5
41de3b8bbb80e2cc80c8d446a752d2fb,livros_interesse_geral,standard,5
2f4545bda1b1c794a9a35a3fbe4257ba,bebes,standard,5
fb4c699559386e0b6b970181177d99bd,cama_mesa_banho,bulky,8
a2ea081c06c12c25c068089e4985745a,relogios_presentes,fast,3
3c9a3ff1e41cb58bb8a24ae6f6eea080,esporte_lazer,standard,5
16cb3a72f04e248a1244b076ce0d9bb7,moveis_escritorio,bulky,8
cc66dee6fbc18bb79903c3a2cc14ff52,perfumaria,fast,3
f15ee2f37da0500e278ec213c201edf3,relogios_presentes,fast,3
eb1873ec4d6a2af1c0626a7d08bd9c09,brinquedos,standard,5
38971812f1db9e4a30885e5574dcbe53,beleza_saude,fast,3
ee3fad68d0f56d60e91a2363ec879e44,instrumentos_musicais,standard,5
9f2ff91a3b8c4c34b7847c9c68971cfd,relogios_presentes,fast,3
498a0b00b1c51a95e61baebf6379d76b,moveis_decoracao,bulky,8
db115077a7bd949a515922eb40aea6c3,construcao_ferramentas_iluminacao,bulky,8
2cb414479754a8e1ed07eed0ccfc0778,beleza_saude,fast,3
633dfa0c56ae5c0c7f2e90620ad55b2f,moveis_decoracao,bulky,8
54bc2449fbe0368b74470e4280fe494e,moveis_decoracao,bulky,8
d5211af24819d319c02a285e7bb51750,beleza_saude,fast,3
477ee3f21cb7374ecfa12433c30f53f5,utilidades_domesticas,standard,5
15d086bbbae9b9e4b50c916c919479ed,papelaria,fast,3
234c056c50619f48da64f731c48242b4,market_place,standard,5
62a56f9bfe98de42bcdbe6cc57284dfb,papelaria,fast,3
a11ebb9e9f1a018eea99fe7105f2d897,bebes,standard,5
4dcc01481b7ab4f5f37c8eb4c4c67841,perfumaria,fast,3
bfafa269a969ef03e5db5dc7d7a72471,esporte_lazer,standard,5
476984a30a6929077bedabbefc98ce38,moveis_sala,bulky,8
48b7d84507eb52608a007fde9d641daa,construcao_ferramentas_seguranca,bulky,8
8ad3f1d0f96992e43566c4c82c9f6c58,automotivo,standard,5
cdbe906438125d1d5bf88bb289f8ed61,beleza_saude,fast,3
ca290a06ee0945b956f79c93b5191633,beleza_saude,fast,3
50fe82ce977520094518dd8618d7331a,beleza_saude,fast,3
443a73a22cd4e0078a47c275b358b786,automotivo,standard,5
f6f6a68d78c7dd4b319f6df3c846094b,brinquedos,standard,5
9d047c83463a30fcc3f2b361d9a33d2f,fashion_bolsas_e_acessorios,fast,3
0d5cbb8e4c1c7a7fc26899126197a6b9,beleza_saude,fast,3
3c333445207b077f35c9e81a7e7c7273,cine_foto,standard,5
1a4cc55b483d875e3b8bbd64a1b31bba,telefonia,fast,3
27a78fdbe7b915a0596af3a5803a41cb,cama_mesa_banho,bulky,8
e55e8c9f6f33a8562db1430444f22092,beleza_saude,fast,3
a236ae70310b60403c3adac81f96d5e6,beleza_saude,fast,3
47cdb12caf2067098633bc9a0d3679f7,informatica_acessorios,fast,3
fe91d55ea129eb6d5a2d5fc82bcacbd0,fashion_bolsas_e_acessorios,fast,3
61e7365ad2e2ce5a3dbf650586623b7f,perfumaria,fast,3
af500adf58ab55b8bdd27be8cf81aeba,informatica_acessorios,fast,3
965c963c874eedc47cd261cbe057121b,moveis_decoracao,bulky,8
492bed007520827cbed51959e4ce4385,casa_construcao,bulky,8
df82ea7ca7f0f799161e0fd92c3ab96a,informatica_acessorios,fast,3
b23b43e19386862a7c0aaa27c80e782f,ferramentas_jardim,bulky,8
6be749c0e984143242faa174d084889f,telefonia,fast,3
90855e99e15fa22aff68cdb4323b27c9,informatica_acessorios,fast,3
802ee584365ed44c00f4207fb17ae67b,automotivo,standard,5
75d1b089800a77f3c4b653e297632423,informatica_acessorios,fast,3
6051e6d3da9a50b7325cbe9c81025062,perfumaria,fast,3
f9ca536e1ef897f153c183d72ba141bb,automotivo,standard,5
4f38a875c972c4803a792f62b999b4cd,cama_mesa_banho,bulky,8
3bbbeac55063ea854a8b5d32a2cbf8b0,instrumentos_musicais,standard,5
1d767ef13195f2cb3337b6b077e1f752,brinquedos,standard,5
d8917c684fbf577ca5d76423b29f29da,automotivo,standard,5
95d9d2979d40161be87292ff88563cba,beleza_saude,fast,3
263ba12390d0fbce329dd16da8cd20f8,cama_mesa_banho,bulky,8
b323a1bf3949211f3d9fbc43772534e6,beleza_saude,fast,3
351126ee473c51592cb591efea295181,cool_stuff,standard,5
3d4359c9a8031f632995e7923608dd4d,esporte_lazer,standard,5
cc06813c8d9909633f390ed9b5df999f,informatica_acessorios,fast,3
14986dd5b5dc6b4203bda6666311e4d0,beleza_saude,fast,3
7ce20b22753ccc86fdb3b6f7efefcc75,alimentos_bebidas,standard,5
7297f6bfea2a33ef176cff30f467aa41,eletronicos,fast,3
9855054362f487c4f25172bd0b8a44cf,construcao_ferramentas_seguranca,bulky,8
95bf775f5db872acb7ac9cf5cdbbc292,ferramentas_jardim,bulky,8
a69bb719ee2c8b4a25bf1a1a5f3ae686,ferramentas_jardim,bulky,8
00bdcdda88e6b02977fc6ce3d412c600,relogios_presentes,fast,3
b5ae10bf67afb6e14718789096f22787,beleza_saude,fast,3
f7fd9088963ee4f442fd642219d80fb5,moveis_decoracao,bulky,8
895e066de0072faddf0044db8e490353,relogios_presentes,fast,3
3dddd02cc38fbaa0a544a1e928aee40e,fashion_underwear_e_moda_praia,fast,3
5f071a8534fb6805fa6ec902f04219e4,relogios_presentes,fast,3
d0a72f8bcc1f2045167eaa548647e77c,automotivo,standard,5
675bc8cd15e6b9225582b9161288670f,relogios_presentes,fast,3
cfb361b2049fa0ddeb6ca3959fa0767d,automotivo,standard,5
61898b3ad4d51459e014bc6d4c2e7166,beleza_saude,fast,3
f76b895a9902ad634abed7eec3211a10,relogios_presentes,fast,3
6f209510f34ce1a8c89d11273039981d,moveis_decoracao,bulky,8
6a4b06a2b62d1f2c69cf1f7a4eae074a,beleza_saude,fast,3
6abaa1126b7b6ae01eb168ec3da96dac,fashion_bolsas_e_acessorios,fast,3
045c9852284420b9c02d156436e1481c,informatica_acessorios,fast,3
54912035e047f9834df97cdfef0d2768,eletronicos,fast,3
56472b840118d1bfb244c6cb42581ae6,esporte_lazer,standard,5
7c3e6d9d783f5fb5927a500abf1cfbaf,utilidades_domesticas,standard,5
44fdca9e41cfd8248c3ac1e369447eff,perfumaria,fast,3
8dbdb81783a3c754dc9441826510a36a,portateis_cozinha_e_preparadores_de_alimentos,standard,5
cd81fccdeffb11e33de701e2c53c85c6,ferramentas_jardim,bulky,8
7ebe19943d85e81a7b0eb108681276b7,cama_mesa_banho,bulky,8
1133f2dfc033ba92bf6c470b20f6f332,fashion_bolsas_e_acessorios,fast,3
e311f8fc30348d6213964a43f70f87fb,ferramentas_jardim,bulky,8
f396e1280028fa9c8c83111abee5f2e9,beleza_saude,fast,3
87afd3fd1ec1b984a228c772b5dd2a4c,relogios_presentes,fast,3
91d7491c6b0eada151a7e307697841bc,papelaria,fast,3
a2fc0d6559cd85b95e1a02c8d97d55ec,informatica_acessorios,fast,3
760312f5735ee281f01e56d5ddee05e3,cama_mesa_banho,bulky,8
b9383cd99539eb0ccb11ab1a62bd0621,automotivo,standard,5
dcc3610bd6745b8ec0d84354631fbd3d,papelaria,fast,3
d8a7be3bdd16ebaf4601bc8252f54a08,automotivo,standard,5
a062c240bb299fa3f0ce55cf05ec8390,automotivo,standard,5
28b2d19e3d604381f30089a68a4e0831,beleza_saude,fast,3
9b2fa9acfe395734a133a58bcbfb9776,esporte_lazer,standard,5
54d591a90dbfa19ae578252a9b5a2720,casa_construcao,bulky,8
d262943abbea3ae2db6528a4261ba247,brinquedos,standard,5
4652332a6a0d39960cdec082ef7b52b8,moveis_decoracao,bulky,8
0acdae809654a2de1235d18a12cf73f3,construcao_ferramentas_construcao,bulky,8
38097aba0f729783af8bf48eabf5e496,utilidades_domesticas,standard,5
b436fd24a04e7267307e1d900faa8eb1,utilidades_domesticas,standard,5
ef5b03340b5839974405018a62e03f29,esporte_lazer,standard,5
f056d4857c146c38ff02566b3e152bca,brinquedos,standard,5
12764e11143d316ea2257118daa2e3bc,beleza_saude,fast,3
ec3b583694db9a04ad2928a8f0546207,cama_mesa_banho,bulky,8
8944f7ffacbf68290782beb6f6d21ece,utilidades_domesticas,standard,5
96c3a40e38272781dd5b3dfc4797e8f7,relogios_presentes,fast,3
6c1d10d32b895709c06d162678e6bac6,beleza_saude,fast,3
45bfddf12e8fd3de8dbda7b7208ec90e,fashion_bolsas_e_acessorios,fast,3
5739eb8dc1389c46e5ff8fc605a6ba44,utilidades_domesticas,standard,5
9e3239dcd0d89b2b4e9315e93f265c84,relogios_presentes,fast,3
b3eb2b2fa446ec1d83a9ccb2dead8871,beleza_saude,fast,3
95fa26b6ea476ed040e592e0a825d6f0,beleza_saude,fast,3
b2bee079651c0bf6a1a92b39c2dbe5cf,brinquedos,standard,5
1913cee0f26c9b117da013a2efd6374f,cama_mesa_banho,bulky,8
1c07c0999a3f88b8c1b95e9a07cf5564,cama_mesa_banho,bulky,8
297a7adc75a9a48c518c7048426b9675,utilidades_domesticas,standard,5
947ee6ab639791b5711558a7e55cf98e,cool_stuff,standard,5
d85553b6a0d18ab73d361def4c79d08f,esporte_lazer,standard,5
5881ef8fbe92b12cbfbe1a210afd221a,ferramentas_jardim,bulky,8
16dda44df2095f93a8e1390b77c2c048,telefonia,fast,3
c57d8a1fea15380a18f9f81e1096ac9b,beleza_saude,fast,3
652c3ffc10b11f6bb6567b4976d901c6,utilidades_domesticas,standard,5
a611321b36103c43fd31f578c7c6e459,utilidades_domesticas,standard,5
96baca12064c33aaee05b2a4be3f3f2c,pet_shop,standard,5
741219cefb77a5c6acbbecafb6d0e6f5,informatica_acessorios,fast,3
d8721b9f395286c3b43ff47a250ad40a,fashion_bolsas_e_acessorios,fast,3
4d81d50f72f166b704ba664c8a1ddbd6,moveis_decoracao,bulky,8
3a6be3906d26bffb0ee2c640eb2ac480,moveis_decoracao,bulky,8
86674ccaee19790309333210917b2c7d,perfumaria,fast,3
c6512da3ccb5263223de71b8888d4db1,brinquedos,standard,5
d0bec96aad189992b278688279ba1511,relogios_presentes,fast,3
4cf225bc6f9bf421b97987161b23cc57,bebes,standard,5
4091d93f24146cb228adc17dad467e8f,moveis_decoracao,bulky,8
105c228ee2f7c9c2a32d22cd2f8c8e69,esporte_lazer,standard,5
9a45c6dbf2fc4848e0a8883d4efe827c,moveis_decoracao,bulky,8
cee9f1845c95efd83885a0b2f7a22b83,cama_mesa_banho,bulky,8
4b80b55b32a3549ec05578e46a0f4021,beleza_saude,fast,3
0d17a5f9272e9cf9e9883f404fc61edf,utilidades_domesticas,standard,5
e5858127da61f07285827883e605254b,pet_shop,standard,5
ad133696906f6a78826daa0911b7daec,beleza_saude,fast,3
1342ab50383d7471a3bfd75ca93d38d6,consoles_games,standard,5
56a9371475e5344f96ca0933a17215ea,informatica_acessorios,fast,3
19e234aee52e37132b0b4fcfb8465f88,ferramentas_jardim,bulky,8
a58d74cd27d1a011ef6d4876466cee70,eletronicos,fast,3
72bd19ef4fa285334b95bda01a3718c7,esporte_lazer,standard,5
d74283a9b897322afe09916280aca43f,pet_shop,standard,5
00b1cb0320190ca0daa2c88b35206009,unknown,standard,5
845f40ca6f1b315562f20fd125f93330,papelaria,fast,3
7032fb16c3a9d982c9aa86f47cefdd3e,esporte_lazer,standard,5
9e6bc602a2466daa94736f31d1319c5d,relogios_presentes,fast,3
ec9b762e44b1848fb62eab0de58e8abf,cama_mesa_banho,bulky,8
0cce1e1470bc8d35d6a2bebb6991bc1b,utilidades_domesticas,standard,5
fdd770b5f85e6ce0b1b549e331d424f5,relogios_presentes,fast,3
f7c061a1028ca02063801272ba6297f2,pet_shop,standard,5
64834bc188a370357ed08e9eabe5f92e,perfumaria,fast,3
f645bae2cdb36f1fd4b912724fd610a4,utilidades_domesticas,standard,5
b48b62e1c4a6ba9d0590ea31dc623235,brinquedos,standard,5
154f3e62bb635300cf9a1d6c4940636d,perfumaria,fast,3
4aae1a10a22651fe5b76379eb4b34d12,informatica_acessorios,fast,3
e849e2829de302019ae8bd9924055171,relogios_presentes,fast,3
bf9ff7bda0e211e564cf059ef5649e4e,eletroportateis,standard,5
c0fcc74d37e499bd4f73ddca4ffb9a64,papelaria,fast,3
8692f02bfa6e672dc1feec8381f8127e,cama_mesa_banho,bulky,8
49afa8bc01b5b6aa01e875a0785cc7bf,informatica_acessorios,fast,3
81b3ad9d86770e51048835a0f288b162,bebes,standard,5
